gene	cat	obs
ANKRA2	5.0000e+00	1
ANKRA2	7.0000e+00	1
ANKRD1	0.0000e+00	111
ANKRD1	1.0000e+00	44
ANKRD1	2.0000e+00	19
ANKRD1	3.0000e+00	5
ANKRD1	4.0000e+00	9
ANKRD1	5.0000e+00	2
ANKRD1	6.0000e+00	2
ANKRD1	7.0000e+00	5
ANKRD1	8.0000e+00	1
ANKRD1	9.0000e+00	1
ANKRD10	0.0000e+00	155
ANKRD10	1.0000e+00	41
ANKRD10	2.0000e+00	24
ANKRD10	3.0000e+00	12
ANKRD10	4.0000e+00	4
ANKRD10	6.0000e+00	1
ANKRD10	7.0000e+00	2
ANKRD10	8.0000e+00	1
ANKRD10	1.0000e+01	1
ANKRD10	1.3000e+01	1
ANKRD11	0.0000e+00	901
ANKRD11	1.0000e+00	393
ANKRD11	2.0000e+00	192
ANKRD11	3.0000e+00	97
ANKRD11	4.0000e+00	43
ANKRD11	5.0000e+00	38
ANKRD11	6.0000e+00	15
ANKRD11	7.0000e+00	9
ANKRD11	8.0000e+00	6
ANKRD11	9.0000e+00	1
ANKRD11	1.0000e+01	1
ANKRD11	1.1000e+01	1
ANKRD11	1.2000e+01	1
ANKRD11	1.3000e+01	4
ANKRD11	1.7000e+01	1
ANKRD12	0.0000e+00	564
ANKRD12	1.0000e+00	215
ANKRD12	2.0000e+00	98
ANKRD12	3.0000e+00	43
ANKRD12	4.0000e+00	24
ANKRD12	5.0000e+00	13
ANKRD12	6.0000e+00	7
ANKRD12	7.0000e+00	3
ANKRD12	8.0000e+00	3
ANKRD12	9.0000e+00	1
ANKRD12	1.0000e+01	1
ANKRD12	1.1000e+01	2
ANKRD12	1.2000e+01	1
ANKRD12	1.3000e+01	4
ANKRD12	1.4000e+01	1
ANKRD12	1.6000e+01	1
ANKRD13A	0.0000e+00	154
ANKRD13A	1.0000e+00	64
ANKRD13A	2.0000e+00	30
ANKRD13A	3.0000e+00	16
ANKRD13A	4.0000e+00	7
ANKRD13A	5.0000e+00	1
ANKRD13A	6.0000e+00	5
ANKRD13A	7.0000e+00	2
ANKRD13A	1.3000e+01	1
ANKRD13B	0.0000e+00	135
ANKRD13B	1.0000e+00	54
ANKRD13B	2.0000e+00	18
ANKRD13B	3.0000e+00	10
ANKRD13B	4.0000e+00	6
ANKRD13B	5.0000e+00	1
ANKRD13B	6.0000e+00	2
ANKRD13C	0.0000e+00	121
ANKRD13C	1.0000e+00	34
ANKRD13C	2.0000e+00	15
ANKRD13C	3.0000e+00	10
ANKRD13C	4.0000e+00	3
ANKRD13C	5.0000e+00	1
ANKRD13C	7.0000e+00	2
ANKRD13D	0.0000e+00	189
ANKRD13D	1.0000e+00	68
ANKRD13D	2.0000e+00	32
ANKRD13D	3.0000e+00	14
ANKRD13D	4.0000e+00	5
ANKRD13D	5.0000e+00	3
ANKRD13D	6.0000e+00	2
ANKRD13D	7.0000e+00	2
ANKRD16	0.0000e+00	112
ANKRD16	1.0000e+00	59
ANKRD16	2.0000e+00	21
ANKRD16	3.0000e+00	17
ANKRD16	4.0000e+00	3
ANKRD16	5.0000e+00	9
ANKRD16	6.0000e+00	3
ANKRD16	7.0000e+00	2
ANKRD16	1.1000e+01	1
ANKRD16	1.2000e+01	1
ANKRD16	1.3000e+01	1
ANKRD16	1.7000e+01	1
ANKRD17	0.0000e+00	527
ANKRD17	1.0000e+00	170
ANKRD17	2.0000e+00	65
ANKRD17	3.0000e+00	30
ANKRD17	4.0000e+00	9
ANKRD17	5.0000e+00	9
ANKRD17	7.0000e+00	2
ANKRD17	8.0000e+00	1
ANKRD17	9.0000e+00	1
ANKRD18A	0.0000e+00	260
ANKRD18A	1.0000e+00	120
ANKRD18A	2.0000e+00	44
ANKRD18A	3.0000e+00	14
ANKRD18A	4.0000e+00	13
ANKRD18A	5.0000e+00	12
ANKRD18A	6.0000e+00	5
ANKRD18A	7.0000e+00	3
ANKRD18A	8.0000e+00	4
ANKRD18A	9.0000e+00	5
ANKRD18A	1.1000e+01	3
ANKRD18A	1.2000e+01	5
ANKRD18A	1.4000e+01	1
ANKRD18A	1.5000e+01	1
ANKRD18A	1.6000e+01	1
ANKRD18B	0.0000e+00	259
ANKRD18B	1.0000e+00	94
ANKRD18B	2.0000e+00	51
ANKRD18B	3.0000e+00	27
ANKRD18B	4.0000e+00	19
ANKRD18B	5.0000e+00	4
ANKRD18B	6.0000e+00	6
ANKRD18B	7.0000e+00	4
ANKRD18B	8.0000e+00	2
ANKRD18B	9.0000e+00	1
ANKRD18B	1.0000e+01	1
ANKRD18B	1.1000e+01	1
ANKRD18B	1.3000e+01	3
ANKRD18B	1.5000e+01	1
ANKRD18B	1.6000e+01	1
ANKRD2	0.0000e+00	106
ANKRD2	1.0000e+00	54
